,id,day,airline,destination,dest_region,dest_size,boarding_area,dept_time,wait_min,cleanliness,safety,satisfaction,full_name,survey_response
2742,1496,Wednesday,HAWAIIAN AIR,HONOLULU,West US,Medium,Gates 1-12,12/31/2018,135,Clean,Somewhat safe,Very satisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2743,291,Thursday,UNITED,SAN DIEGO,West US,Medium     ,Gates 70-90,12/31/2018,122,Somewhat clean,Somewhat safe,Very satisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2744,2185,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,Hub,Gates 1-12,12/31/2018,255,Clean,Very safe,Neutral,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2745,2753,Thursday,DELTA,ATLANTA,East US,Hub,Gates 40-48,12/31/2018,180,Clean,Very safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2746,1435,Saturday,UNITED,PORTLAND,West US,Medium,Gates 70-90,12/31/2018,220,Clean,Very safe,Very satisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2747,602,Thursday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,12/31/2018,145,Somewhat clean,Somewhat safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2748,3117,Tuesday,UNITED,SPOKANE,West US,Small,Gates 70-90,12/31/2018,247,Clean,Very safe,Neutral,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2749,2447,Tuesday,JETBLUE,BOSTON,East US,Large,Gates 1-12,12/31/2018,87,Clean,Somewhat safe,Neutral,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2750,1851,Sunday,ALASKA,KAHULUI,West US,Small     ,Gates 50-59,12/31/2018,355,Somewhat clean,Very safe,Very satisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2751,1729,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,12/31/2018,150,Average,Somewhat safe,Neutral,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2752,546,Thursday,ALASKA,SEATTLE,West US,Hub     ,Gates 50-59,12/31/2018,75,Somewhat clean,Very safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2753,845,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub     ,Gates 50-59,12/31/2018,115,Clean,Somewhat safe,Very satisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2755,2568,Saturday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,12/31/2018,93,Somewhat clean,Somewhat safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2756,1670,Saturday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,12/31/2018,165,Somewhat clean,Neutral,Neutral,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2757,2773,Sunday,WOW,REYKJAVIK,Europe,Small,Gates 1-12,12/31/2018,145,Somewhat clean,Somewhat safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2758,516,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,Hub     ,Gates 1-12,12/31/2018,35,Somewhat clean,Somewhat safe,Very satisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2759,2380,Wednesday,UNITED INTL,SYDNEY,Australia/New Zealand,Hub     ,Gates 91-102,12/31/2018,155,Clean,Very safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2760,3215,Tuesday,UNITED,SANTA BARBARA,West US,Small,Gates 70-90,12/31/2018,110,Clean,Very safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2761,1162,Tuesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,12/31/2018,70,Somewhat clean,Very safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2762,2502,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,12/31/2018,109,Somewhat clean,Very safe,Very satisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2763,880,Tuesday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,12/31/2018,60,Somewhat clean,Very safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2764,2525,Saturday,UNITED,NEWARK,East US,Hub,Gates 70-90,12/31/2018,150,Clean,Neutral,Very satisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2765,2638,Tuesday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,12/31/2018,90,Somewhat clean,Very safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2766,1950,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,12/31/2018,155,Somewhat clean,Neutral,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2767,2543,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,    Hub,Gates 60-69,12/31/2018,120,Clean,Very safe,Very satisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2768,1458,Wednesday,FRONTIER,DENVER,West US,Hub     ,Gates 20-39,1/1/2018,179,Clean,Somewhat safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2769,1850,Wednesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,12/31/2018,140,Clean,Very safe,Very satisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2770,2827,Tuesday,UNITED,BURBANK,West US,Small,Gates 70-90,12/31/2018,93,Average,Neutral,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2771,3208,Thursday,AMERICAN,LOS ANGELES,West US,    Hub,Gates 50-59,12/31/2018,90,Clean,Very safe,Very satisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2772,1700,Sunday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,12/31/2018,195,Clean,Neutral,Very satisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2773,376,Friday,ALASKA,SAN JOSE DEL CABO,Canada/Mexico,Small,Gates 50-59,12/31/2018,135,Somewhat clean,Very safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2774,2845,Tuesday,UNITED,SEATTLE,West US,Hub     ,Gates 70-90,12/31/2018,112,Clean,Very safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2775,1969,Friday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,12/31/2018,260,Somewhat clean,Very safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2777,1996,Tuesday,UNITED,BALTIMORE,East US,Medium,Gates 60-69,12/31/2018,110,Clean,Very safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2778,2708,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,12/31/2018,300,Somewhat clean,Very safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2780,1744,Saturday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,12/31/2018,125,Somewhat clean,Very safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2781,2843,Tuesday,UNITED,SEATTLE,West US,    Hub,Gates 70-90,12/31/2018,187,Somewhat clean,Very safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2782,1772,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,12/31/2018,85,Clean,Very safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2783,338,Friday,ALASKA,SAN DIEGO,West US,Medium,Gates 50-59,12/31/2018,126,Somewhat clean,Somewhat unsafe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2784,366,Friday,LUFTHANSA,FRANKFURT,Europe,Hub,Gates 91-102,12/31/2018,180,Average,Neutral,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2785,1179,Thursday,DELTA,NEW YORK-JFK,East US,Hub,Gates 40-48,12/31/2018,120,Average,Somewhat safe,Neutral,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2786,1947,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,12/31/2018,185,Somewhat clean,Very safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2787,1305,Tuesday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,12/31/2018,110,Somewhat clean,Very safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2788,3196,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,12/31/2018,105,Clean,Very safe,Very satisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2789,976,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,12/31/2018,265,Somewhat clean,Somewhat safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2791,777,Thursday,UNITED INTL,SAN JOSE DEL CABO,Canada/Mexico,Small,Gates 91-102,12/31/2018,443,Somewhat clean,Somewhat safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2792,2171,Wednesday,FRONTIER,DENVER,West US,    Hub,Gates 20-39,12/31/2018,108,Average,Very safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2793,2570,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,12/31/2018,120,Clean,Very safe,Very satisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2794,3007,Wednesday,AMERICAN,MIAMI,East US,Hub,Gates 50-59,12/31/2018,208,Clean,Very safe,Very satisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2795,820,Sunday,ALASKA,PORTLAND,West US,    Medium,Gates 50-59,12/31/2018,170,Average,Neutral,Somewhat unsatisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2796,1125,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,12/31/2018,90,Somewhat clean,Somewhat safe,Very satisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2797,1466,Tuesday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,12/31/2018,90,Clean,Very safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2798,3099,Sunday,ALASKA,NEWARK,East US,Hub,Gates 50-59,12/31/2018,105,Somewhat clean,Very safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2799,2399,Wednesday,UNITED INTL,BEIJING,Asia,Hub,Gates 91-102,12/31/2018,195,Clean,Neutral,Very satisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2800,1942,Tuesday,UNITED,BOSTON,EAST US,    Large,Gates 70-90,12/31/2018,145,Somewhat clean,Somewhat safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2801,2130,Thursday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,12/31/2018,380,Somewhat clean,Somewhat safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2802,394,Friday,ALASKA,LOS ANGELES,West US,Hub,Gates 50-59,12/31/2018,115,Clean,Very safe,Very satisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
2803,2888,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,12/31/2018,60,Somewhat clean,Somewhat unsafe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
